NroTrx;sku;producto;cantidad;precio;subtotal;diasem;customerid;total;useragentbrowser;useragentoperatingsystem;useragentdevice
P000072;110601000027;Pollo Entero S/M;3;16;48;Lun;33771;86;Chrome Mobile;Android;other
P000072;110603500005;Nuggets Premium;2;6;12;Lun;33771;86;Chrome Mobile;Android;other
P000073;110501000031;Huevo Pardo Empacado;1;13;13;Lun;33768;59.5;Mobile Safari;iOS;iPhone
P000073;110601200006;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;33768;59.5;Mobile Safari;iOS;iPhone
P000073;110603500013;Nuggets con Quinua;1;8.2;8.2;Lun;33768;59.5;Mobile Safari;iOS;iPhone
P000073;110603500048;Filete a la Pimienta;1;13.5;13.5;Lun;33768;59.5;Mobile Safari;iOS;iPhone
P000073;110603700015;Hamburguesa Premium;1;8.3;8.3;Lun;33768;59.5;Mobile Safari;iOS;iPhone
P000074;110501000031;Huevo Pardo Empacado;1;13;13;Lun;33758;87.5;Safari;Mac OS X;other
P000074;110601200006;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;33758;87.5;Safari;Mac OS X;other
P000074;110603500013;Nuggets con Quinua;2;8.2;16.4;Lun;33758;87.5;Safari;Mac OS X;other
P000074;110603500029;Chicharron de Pechuga de Pollo;2;12.5;25;Lun;33758;87.5;Safari;Mac OS X;other
P000074;110603700015;Hamburguesa Premium;2;8.3;16.6;Lun;33758;87.5;Safari;Mac OS X;other
P000075;110601200016;Muslos Frescos;1;54;54;Lun;33774;84;Chrome;Windows;other
P000075;110601400016;Filete de Pechuga;1;30;30;Lun;33774;84;Chrome;Windows;other
P000076;110501000031;Huevo Pardo Empacado;2;13;26;Lun;33778;103.5;Mobile Safari;WKWebView;iOS
P000076;110601000027;Pollo Entero S/M;1;16;16;Lun;33778;103.5;Mobile Safari;WKWebView;iOS
P000076;110601200006;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;33778;103.5;Mobile Safari;WKWebView;iOS
P000076;110603500013;Nuggets con Quinua;1;8.2;8.2;Lun;33778;103.5;Mobile Safari;WKWebView;iOS
P000076;110603500019;Deditos de Pollo;1;7.8;7.8;Lun;33778;103.5;Mobile Safari;WKWebView;iOS
P000076;110603500029;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;33778;103.5;Mobile Safari;WKWebView;iOS
P000077;110501000031;Huevo Pardo Empacado;2;13;26;Lun;33745;119;Chrome;Windows;other
P000077;110601000027;Pollo Entero S/M;1;16;16;Lun;33745;119;Chrome;Windows;other
P000077;110601200006;Pollo trozado x 8 pzas S/M;3;16.5;49.5;Lun;33745;119;Chrome;Windows;other
P000077;110603700039;Enrollado con Frutas Secas;1;27.5;27.5;Lun;33745;119;Chrome;Windows;other
P000078;110601400016;Filete de Pechuga;1;30;30;Lun;33783;55;Chrome Mobile;Android;other
P000078;110603500029;Chicharron de Pechuga de Pollo;2;12.5;25;Lun;33783;55;Chrome Mobile;Android;other
P000079;110501000031;Huevo Pardo Empacado;1;13;13;Lun;33780;52;Mobile Safari;iOS;iPhone
P000079;110601200006;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;33780;52;Mobile Safari;iOS;iPhone
P000079;110603500005;Nuggets Premium;1;6;6;Lun;33780;52;Mobile Safari;iOS;iPhone
P000079;110603500013;Nuggets con Quinua;1;8.2;8.2;Lun;33780;52;Mobile Safari;iOS;iPhone
P000079;110603700015;Hamburguesa Premium;1;8.3;8.3;Lun;33780;52;Mobile Safari;iOS;iPhone
P000080;110601200006;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;33785;71.3;Edge;Windows;other
P000080;110601400016;Filete de Pechuga;1;30;30;Lun;33785;71.3;Edge;Windows;other
P000080;110603700015;Hamburguesa Premium;1;8.3;8.3;Lun;33785;71.3;Edge;Windows;other
P000081;110501000031;Huevo Pardo Empacado;1;13;13;Lun;33762;159;Chrome;Windows;other
P000081;110601200006;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;33762;159;Chrome;Windows;other
P000081;110601200016;Muslos Frescos;1;54;54;Lun;33762;159;Chrome;Windows;other
P000081;110603500005;Nuggets Premium;1;6;6;Lun;33762;159;Chrome;Windows;other
P000081;110603500019;Deditos de Pollo;4;7.8;31.2;Lun;33762;159;Chrome;Windows;other
P000081;110603500049;Filete  a la Criolla;1;13.5;13.5;Lun;33762;159;Chrome;Windows;other
P000081;110603700015;Hamburguesa Premium;1;8.3;8.3;Lun;33762;159;Chrome;Windows;other
P000082;110501000031;Huevo Pardo Empacado;1;13;13;Lun;33790;179.4;Samsung Internet;Android;Samsung
P000082;110601200016;Muslos Frescos;1;54;54;Lun;33790;179.4;Samsung Internet;Android;Samsung
P000082;110601400015;Filete de Pechuga Corazon;3;32;96;Lun;33790;179.4;Samsung Internet;Android;Samsung
P000082;110603500013;Nuggets con Quinua;2;8.2;16.4;Lun;33790;179.4;Samsung Internet;Android;Samsung
P000083;110501000031;Huevo Pardo Empacado;3;13;39;Lun;33788;55.6;Chrome;Windows;other
P000083;110603700015;Hamburguesa Premium;2;8.3;16.6;Lun;33788;55.6;Chrome;Windows;other
P000084;110501000031;Huevo Pardo Empacado;2;13;26;Lun;33755;145.2;Mobile Safari;WKWebView;iOS
P000084;110601200009;Pierna Encuentro Fresca;1;54;54;Lun;33755;145.2;Mobile Safari;WKWebView;iOS
P000084;110601400015;Filete de Pechuga Corazon;1;32;32;Lun;33755;145.2;Mobile Safari;WKWebView;iOS
P000084;110603700015;Hamburguesa Premium;4;8.3;33.2;Lun;33755;145.2;Mobile Safari;WKWebView;iOS
P000085;110501000031;Huevo Pardo Empacado;3;13;39;Lun;33749;215;Chrome Mobile;Android;other
P000085;110601200006;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;33749;215;Chrome Mobile;Android;other
P000085;110601200009;Pierna Encuentro Fresca;1;54;54;Lun;33749;215;Chrome Mobile;Android;other
P000085;110601400015;Filete de Pechuga Corazon;2;32;64;Lun;33749;215;Chrome Mobile;Android;other
P000085;110603500029;Chicharron de Pechuga de Pollo;2;12.5;25;Lun;33749;215;Chrome Mobile;Android;other
P000086;110501000031;Huevo Pardo Empacado;1;13;13;Lun;33789;96.8;Mobile Safari;iOS;iPhone
P000086;110601000027;Pollo Entero S/M;1;16;16;Lun;33789;96.8;Mobile Safari;iOS;iPhone
P000086;110601200009;Pierna Encuentro Fresca;1;54;54;Lun;33789;96.8;Mobile Safari;iOS;iPhone
P000086;110603500005;Nuggets Premium;1;6;6;Lun;33789;96.8;Mobile Safari;iOS;iPhone
P000086;110603500019;Deditos de Pollo;1;7.8;7.8;Lun;33789;96.8;Mobile Safari;iOS;iPhone
P000087;110501000031;Huevo Pardo Empacado;2;13;26;Lun;33776;170;Chrome Mobile;Android;other
P000087;110601200009;Pierna Encuentro Fresca;1;54;54;Lun;33776;170;Chrome Mobile;Android;other
P000087;110601400016;Filete de Pechuga;3;30;90;Lun;33776;170;Chrome Mobile;Android;other
P000088;110501000031;Huevo Pardo Empacado;2;13;26;Lun;33784;167.3;Mobile Safari;iOS;iPhone
P000088;110601200009;Pierna Encuentro Fresca;1;54;54;Lun;33784;167.3;Mobile Safari;iOS;iPhone
P000088;110601200016;Muslos Frescos;1;54;54;Lun;33784;167.3;Mobile Safari;iOS;iPhone
P000088;110603500029;Chicharron de Pechuga de Pollo;2;12.5;25;Lun;33784;167.3;Mobile Safari;iOS;iPhone
P000088;110603700015;Hamburguesa Premium;1;8.3;8.3;Lun;33784;167.3;Mobile Safari;iOS;iPhone
P000089;110601200016;Muslos Frescos;1;54;54;Lun;33769;54;Chrome;Windows;other
P000090;110501000031;Huevo Pardo Empacado;4;13;52;Lun;33781;68.5;Edge;Windows;other
P000090;110601200006;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;33781;68.5;Edge;Windows;other
P000091;110501000031;Huevo Pardo Empacado;2;13;26;Lun;33787;90;Chrome;Windows;other
P000091;110601000027;Pollo Entero S/M;4;16;64;Lun;33787;90;Chrome;Windows;other
P000092;110601000027;Pollo Entero S/M;2;16;32;Lun;33796;64.8;Mobile Safari;iOS;iPhone
P000092;110603500019;Deditos de Pollo;1;7.8;7.8;Lun;33796;64.8;Mobile Safari;iOS;iPhone
P000092;110603500029;Chicharron de Pechuga de Pollo;2;12.5;25;Lun;33796;64.8;Mobile Safari;iOS;iPhone
P000093;110501000031;Huevo Pardo Empacado;2;13;26;Lun;33793;144;Chrome;Windows;other
P000093;110601200006;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;33793;144;Chrome;Windows;other
P000093;110603500013;Nuggets con Quinua;2;8.2;16.4;Lun;33793;144;Chrome;Windows;other
P000093;110603500029;Chicharron de Pechuga de Pollo;2;12.5;25;Lun;33793;144;Chrome;Windows;other
P000093;110603500048;Filete a la Pimienta;2;13.5;27;Lun;33793;144;Chrome;Windows;other
P000093;110603700015;Hamburguesa Premium;2;8.3;16.6;Lun;33793;144;Chrome;Windows;other
P000094;110601200009;Pierna Encuentro Fresca;1;54;54;Lun;33797;110.8;Mobile Safari;iOS;iPhone
P000094;110601400015;Filete de Pechuga Corazon;1;32;32;Lun;33797;110.8;Mobile Safari;iOS;iPhone
P000094;110603500013;Nuggets con Quinua;1;8.2;8.2;Lun;33797;110.8;Mobile Safari;iOS;iPhone
P000094;110603700015;Hamburguesa Premium;2;8.3;16.6;Lun;33797;110.8;Mobile Safari;iOS;iPhone
P000095;110601400016;Filete de Pechuga;1;30;30;Lun;33803;57;Chrome;Windows;other
P000095;110603500048;Filete a la Pimienta;1;13.5;13.5;Lun;33803;57;Chrome;Windows;other
P000095;110603500049;Filete  a la Criolla;1;13.5;13.5;Lun;33803;57;Chrome;Windows;other
P000096;110501000031;Huevo Pardo Empacado;1;13;13;Lun;33808;132.5;Chrome Mobile;Android;other
P000096;110601000027;Pollo Entero S/M;1;16;16;Lun;33808;132.5;Chrome Mobile;Android;other
P000096;110601200006;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;33808;132.5;Chrome Mobile;Android;other
P000096;110601400016;Filete de Pechuga;2;30;60;Lun;33808;132.5;Chrome Mobile;Android;other
P000096;110603500048;Filete a la Pimienta;1;13.5;13.5;Lun;33808;132.5;Chrome Mobile;Android;other
P000096;110603500049;Filete  a la Criolla;1;13.5;13.5;Lun;33808;132.5;Chrome Mobile;Android;other
P000097;110501000031;Huevo Pardo Empacado;1;13;13;Lun;33795;157.6;Chrome;Windows;other
P000097;110601200006;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;33795;157.6;Chrome;Windows;other
P000097;110603500013;Nuggets con Quinua;1;8.2;8.2;Lun;33795;157.6;Chrome;Windows;other
P000097;110603500019;Deditos de Pollo;1;7.8;7.8;Lun;33795;157.6;Chrome;Windows;other
P000097;110603500029;Chicharron de Pechuga de Pollo;2;12.5;25;Lun;33795;157.6;Chrome;Windows;other
P000097;110603500048;Filete a la Pimienta;2;13.5;27;Lun;33795;157.6;Chrome;Windows;other
P000097;110603500049;Filete  a la Criolla;2;13.5;27;Lun;33795;157.6;Chrome;Windows;other
P000097;110603700015;Hamburguesa Premium;2;8.3;16.6;Lun;33795;157.6;Chrome;Windows;other
P000098;110501000031;Huevo Pardo Empacado;3;13;39;Lun;33810;155;Mobile Safari;WKWebView;iOS
P000098;110601000027;Pollo Entero S/M;2;16;32;Lun;33810;155;Mobile Safari;WKWebView;iOS
P000098;110601200009;Pierna Encuentro Fresca;1;54;54;Lun;33810;155;Mobile Safari;WKWebView;iOS
P000098;110601400016;Filete de Pechuga;1;30;30;Lun;33810;155;Mobile Safari;WKWebView;iOS
P000099;110501000031;Huevo Pardo Empacado;3;13;39;Lun;33801;150.8;Chrome Mobile;Android;other
P000099;110601000027;Pollo Entero S/M;2;16;32;Lun;33801;150.8;Chrome Mobile;Android;other
P000099;110601400016;Filete de Pechuga;1;30;30;Lun;33801;150.8;Chrome Mobile;Android;other
P000099;110603500013;Nuggets con Quinua;1;8.2;8.2;Lun;33801;150.8;Chrome Mobile;Android;other
P000099;110603500029;Chicharron de Pechuga de Pollo;2;12.5;25;Lun;33801;150.8;Chrome Mobile;Android;other
P000099;110603700015;Hamburguesa Premium;2;8.3;16.6;Lun;33801;150.8;Chrome Mobile;Android;other
P000100;110501000031;Huevo Pardo Empacado;1;13;13;Lun;33813;128;Mobile Safari;WKWebView;iOS
P000100;110601400016;Filete de Pechuga;3;30;90;Lun;33813;128;Mobile Safari;WKWebView;iOS
P000100;110603500029;Chicharron de Pechuga de Pollo;2;12.5;25;Lun;33813;128;Mobile Safari;WKWebView;iOS
P000101;110501000031;Huevo Pardo Empacado;1;13;13;Lun;33786;148.4;Chrome Mobile;Android;other
P000101;110601000027;Pollo Entero S/M;4;16;64;Lun;33786;148.4;Chrome Mobile;Android;other
P000101;110603500013;Nuggets con Quinua;2;8.2;16.4;Lun;33786;148.4;Chrome Mobile;Android;other
P000101;110603700039;Enrollado con Frutas Secas;2;27.5;55;Lun;33786;148.4;Chrome Mobile;Android;other
P000102;110501000031;Huevo Pardo Empacado;1;13;13;Lun;33815;77;Chrome Mobile;Android;other
P000102;110601000027;Pollo Entero S/M;4;16;64;Lun;33815;77;Chrome Mobile;Android;other
P000103;110501000031;Huevo Pardo Empacado;1;13;13;Lun;33805;97;Chrome;Windows;other
P000103;110601200009;Pierna Encuentro Fresca;1;54;54;Lun;33805;97;Chrome;Windows;other
P000103;110601400016;Filete de Pechuga;1;30;30;Lun;33805;97;Chrome;Windows;other
P000104;110501000031;Huevo Pardo Empacado;1;13;13;Lun;33799;139;Chrome Mobile;Android;other
P000104;110601200006;Pollo trozado x 8 pzas S/M;4;16.5;66;Lun;33799;139;Chrome Mobile;Android;other
P000104;110601400016;Filete de Pechuga;2;30;60;Lun;33799;139;Chrome Mobile;Android;other
P000105;110501000031;Huevo Pardo Empacado;1;13;13;Lun;33819;54.2;Mobile Safari;iOS;iPhone
P000105;110601200006;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;33819;54.2;Mobile Safari;iOS;iPhone
P000105;110603500013;Nuggets con Quinua;1;8.2;8.2;Lun;33819;54.2;Mobile Safari;iOS;iPhone
P000106;110501000031;Huevo Pardo Empacado;1;13;13;Lun;33817;97.7;Chrome Mobile;Android;other
P000106;110601200006;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;33817;97.7;Chrome Mobile;Android;other
P000106;110601400016;Filete de Pechuga;1;30;30;Lun;33817;97.7;Chrome Mobile;Android;other
P000106;110603500005;Nuggets Premium;1;6;6;Lun;33817;97.7;Chrome Mobile;Android;other
P000106;110603500019;Deditos de Pollo;2;7.8;15.6;Lun;33817;97.7;Chrome Mobile;Android;other
P000106;110603700015;Hamburguesa Premium;2;8.3;16.6;Lun;33817;97.7;Chrome Mobile;Android;other
P000107;110601200009;Pierna Encuentro Fresca;1;54;54;Lun;33814;120.5;Facebook;Android;Moto
P000107;110603500005;Nuggets Premium;2;6;12;Lun;33814;120.5;Facebook;Android;Moto
P000107;110603500048;Filete a la Pimienta;2;13.5;27;Lun;33814;120.5;Facebook;Android;Moto
P000107;110603700039;Enrollado con Frutas Secas;1;27.5;27.5;Lun;33814;120.5;Facebook;Android;Moto
P000108;110601200006;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;33802;76.6;Chrome;Windows;other
P000108;110603500019;Deditos de Pollo;1;7.8;7.8;Lun;33802;76.6;Chrome;Windows;other
P000108;110603700015;Hamburguesa Premium;1;8.3;8.3;Lun;33802;76.6;Chrome;Windows;other
P000108;110603700039;Enrollado con Frutas Secas;1;27.5;27.5;Lun;33802;76.6;Chrome;Windows;other
P000109;110501000031;Huevo Pardo Empacado;1;13;13;Lun;33821;109;Chrome;Windows;other
P000109;110601400015;Filete de Pechuga Corazon;3;32;96;Lun;33821;109;Chrome;Windows;other
P000110;110501000031;Huevo Pardo Empacado;1;13;13;Lun;33823;91;Chrome Mobile;Android;other
P000110;110601000027;Pollo Entero S/M;3;16;48;Lun;33823;91;Chrome Mobile;Android;other
P000110;110601400016;Filete de Pechuga;1;30;30;Lun;33823;91;Chrome Mobile;Android;other
P000111;110501000031;Huevo Pardo Empacado;1;13;13;Lun;33804;112.5;Chrome;Mac OS X;other
P000111;110601000027;Pollo Entero S/M;1;16;16;Lun;33804;112.5;Chrome;Mac OS X;other
P000111;110601200006;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;33804;112.5;Chrome;Mac OS X;other
P000111;110601400016;Filete de Pechuga;1;30;30;Lun;33804;112.5;Chrome;Mac OS X;other
P000111;110603500005;Nuggets Premium;2;6;12;Lun;33804;112.5;Chrome;Mac OS X;other
P000111;110603500029;Chicharron de Pechuga de Pollo;2;12.5;25;Lun;33804;112.5;Chrome;Mac OS X;other
P000112;110501000031;Huevo Pardo Empacado;2;13;26;Lun;33816;113.5;Mobile Safari;iOS;iPhone
P000112;110601000027;Pollo Entero S/M;1;16;16;Lun;33816;113.5;Mobile Safari;iOS;iPhone
P000112;110601200006;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;33816;113.5;Mobile Safari;iOS;iPhone
P000112;110603700039;Enrollado con Frutas Secas;2;27.5;55;Lun;33816;113.5;Mobile Safari;iOS;iPhone
P000113;110603500005;Nuggets Premium;4;6;24;Lun;33782;52.1;Chrome;Windows;other
P000113;110603500019;Deditos de Pollo;2;7.8;15.6;Lun;33782;52.1;Chrome;Windows;other
P000113;110603500029;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;33782;52.1;Chrome;Windows;other
P000114;110501000031;Huevo Pardo Empacado;2;13;26;Lun;33825;86;Chrome Mobile;Android;other
P000114;110601400016;Filete de Pechuga;2;30;60;Lun;33825;86;Chrome Mobile;Android;other
P000115;110601200006;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;33802;76.6;Chrome;Windows;other
P000115;110603500019;Deditos de Pollo;1;7.8;7.8;Lun;33802;76.6;Chrome;Windows;other
P000115;110603700015;Hamburguesa Premium;1;8.3;8.3;Lun;33802;76.6;Chrome;Windows;other
P000115;110603700039;Enrollado con Frutas Secas;1;27.5;27.5;Lun;33802;76.6;Chrome;Windows;other
P000116;110501000031;Huevo Pardo Empacado;2;13;26;Lun;33828;170.4;Facebook;Android;Samsung
P000116;110601000027;Pollo Entero S/M;1;16;16;Lun;33828;170.4;Facebook;Android;Samsung
P000116;110601200006;Pollo trozado x 8 pzas S/M;3;16.5;49.5;Lun;33828;170.4;Facebook;Android;Samsung
P000116;110601400016;Filete de Pechuga;1;30;30;Lun;33828;170.4;Facebook;Android;Samsung
P000116;110603500005;Nuggets Premium;2;6;12;Lun;33828;170.4;Facebook;Android;Samsung
P000116;110603500019;Deditos de Pollo;1;7.8;7.8;Lun;33828;170.4;Facebook;Android;Samsung
P000116;110603500029;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;33828;170.4;Facebook;Android;Samsung
P000116;110603700015;Hamburguesa Premium;2;8.3;16.6;Lun;33828;170.4;Facebook;Android;Samsung
P000117;110501000031;Huevo Pardo Empacado;1;13;13;Lun;33800;73;Chrome;Windows;other
P000117;110601400016;Filete de Pechuga;2;30;60;Lun;33800;73;Chrome;Windows;other
P000118;110601000027;Pollo Entero S/M;3;16;48;Lun;33830;54;Chrome;Windows;other
P000118;110603500005;Nuggets Premium;1;6;6;Lun;33830;54;Chrome;Windows;other
P000119;110501000031;Huevo Pardo Empacado;1;13;13;Lun;33831;85.5;Mobile Safari;iOS;iPhone
P000119;110601200009;Pierna Encuentro Fresca;1;54;54;Lun;33831;85.5;Mobile Safari;iOS;iPhone
P000119;110603500005;Nuggets Premium;1;6;6;Lun;33831;85.5;Mobile Safari;iOS;iPhone
P000119;110603500029;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;33831;85.5;Mobile Safari;iOS;iPhone
P000120;110501000031;Huevo Pardo Empacado;1;13;13;Lun;33826;101.5;Mobile Safari;iOS;iPhone
P000120;110601200009;Pierna Encuentro Fresca;1;54;54;Lun;33826;101.5;Mobile Safari;iOS;iPhone
P000120;110603500005;Nuggets Premium;1;6;6;Lun;33826;101.5;Mobile Safari;iOS;iPhone
P000120;110603500013;Nuggets con Quinua;1;8.2;8.2;Lun;33826;101.5;Mobile Safari;iOS;iPhone
P000120;110603500019;Deditos de Pollo;1;7.8;7.8;Lun;33826;101.5;Mobile Safari;iOS;iPhone
P000120;110603500029;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;33826;101.5;Mobile Safari;iOS;iPhone
P000121;110501000031;Huevo Pardo Empacado;2;13;26;Lun;33811;227;Chrome;Mac OS X;other
P000121;110601200006;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;33811;227;Chrome;Mac OS X;other
P000121;110601200009;Pierna Encuentro Fresca;1;54;54;Lun;33811;227;Chrome;Mac OS X;other
P000121;110601400015;Filete de Pechuga Corazon;2;32;64;Lun;33811;227;Chrome;Mac OS X;other
P000121;110603500029;Chicharron de Pechuga de Pollo;4;12.5;50;Lun;33811;227;Chrome;Mac OS X;other
P000122;110601000027;Pollo Entero S/M;1;16;16;Lun;33836;100;Mobile Safari;iOS;iPhone
P000122;110601200009;Pierna Encuentro Fresca;1;54;54;Lun;33836;100;Mobile Safari;iOS;iPhone
P000122;110601400016;Filete de Pechuga;1;30;30;Lun;33836;100;Mobile Safari;iOS;iPhone
P000123;110501000031;Huevo Pardo Empacado;2;13;26;Lun;33818;98.6;Chrome;Mac OS X;other
P000123;110601000027;Pollo Entero S/M;2;16;32;Lun;33818;98.6;Chrome;Mac OS X;other
P000123;110603500019;Deditos de Pollo;2;7.8;15.6;Lun;33818;98.6;Chrome;Mac OS X;other
P000123;110603500029;Chicharron de Pechuga de Pollo;2;12.5;25;Lun;33818;98.6;Chrome;Mac OS X;other
P000124;110501000031;Huevo Pardo Empacado;2;13;26;Lun;33833;266.6;Mobile Safari;iOS;iPhone
P000124;110601000027;Pollo Entero S/M;6;16;96;Lun;33833;266.6;Mobile Safari;iOS;iPhone
P000124;110601200009;Pierna Encuentro Fresca;1;54;54;Lun;33833;266.6;Mobile Safari;iOS;iPhone
P000124;110601400015;Filete de Pechuga Corazon;1;32;32;Lun;33833;266.6;Mobile Safari;iOS;iPhone
P000124;110601400016;Filete de Pechuga;1;30;30;Lun;33833;266.6;Mobile Safari;iOS;iPhone
P000124;110603500005;Nuggets Premium;2;6;12;Lun;33833;266.6;Mobile Safari;iOS;iPhone
P000124;110603700015;Hamburguesa Premium;2;8.3;16.6;Lun;33833;266.6;Mobile Safari;iOS;iPhone
P000125;110501000031;Huevo Pardo Empacado;1;13;13;Lun;33835;59.3;Chrome;Mac OS X;other
P000125;110601000027;Pollo Entero S/M;2;16;32;Lun;33835;59.3;Chrome;Mac OS X;other
P000125;110603500005;Nuggets Premium;1;6;6;Lun;33835;59.3;Chrome;Mac OS X;other
P000125;110603700015;Hamburguesa Premium;1;8.3;8.3;Lun;33835;59.3;Chrome;Mac OS X;other
P000126;110601000027;Pollo Entero S/M;2;16;32;Lun;33829;72.2;Chrome;Windows;other
P000126;110601400015;Filete de Pechuga Corazon;1;32;32;Lun;33829;72.2;Chrome;Windows;other
P000126;110603500013;Nuggets con Quinua;1;8.2;8.2;Lun;33829;72.2;Chrome;Windows;other
P000127;110501000031;Huevo Pardo Empacado;4;13;52;Lun;33837;139.3;Chrome;Windows;other
P000127;110601200009;Pierna Encuentro Fresca;1;54;54;Lun;33837;139.3;Chrome;Windows;other
P000127;110603500029;Chicharron de Pechuga de Pollo;2;12.5;25;Lun;33837;139.3;Chrome;Windows;other
P000127;110603700015;Hamburguesa Premium;1;8.3;8.3;Lun;33837;139.3;Chrome;Windows;other
P000128;110601400016;Filete de Pechuga;2;30;60;Lun;33809;60;Chrome;Windows;other
P000129;110501000031;Huevo Pardo Empacado;1;13;13;Lun;33791;183.4;Chrome Mobile iOS;iOS;iPhone
P000129;110601200009;Pierna Encuentro Fresca;1;54;54;Lun;33791;183.4;Chrome Mobile iOS;iOS;iPhone
P000129;110603500005;Nuggets Premium;1;6;6;Lun;33791;183.4;Chrome Mobile iOS;iOS;iPhone
P000129;110603500013;Nuggets con Quinua;2;8.2;16.4;Lun;33791;183.4;Chrome Mobile iOS;iOS;iPhone
P000129;110603500029;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;33791;183.4;Chrome Mobile iOS;iOS;iPhone
P000129;110603500048;Filete a la Pimienta;2;13.5;27;Lun;33791;183.4;Chrome Mobile iOS;iOS;iPhone
P000129;110603500049;Filete  a la Criolla;2;13.5;27;Lun;33791;183.4;Chrome Mobile iOS;iOS;iPhone
P000129;110603700039;Enrollado con Frutas Secas;1;27.5;27.5;Lun;33791;183.4;Chrome Mobile iOS;iOS;iPhone
